date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-05-06,3034.TW,聯詠,satellite,quality_value,441.5,5.12,7.03,6.26,14.82,8430818,4202708,2.01,411.02,390.52,387.56,0.0,7.41,13,2,TREND,進攻優勢區,中段延續中,0,正常,正常,爆量、高檔無回檔,"爆量,高檔無回檔",0,1,1,0,3.05,標準
