date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-05-06,6510.TWO,精測,satellite,quality_value,3800.0,3.83,2.56,-7.43,14.29,1127733,964155,1.17,3664.5,3598.67,2840.83,-9.52,3.7,5,0,TREND,開始轉強,中段延續中,1,正常,正常,波動劇烈、震幅過大,"波動劇烈,震幅過大",0,2,0,0,8.5,劇烈
