date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-05-06,4966.TWO,譜瑞-KY,satellite,quality_value,574.0,2.14,-2.38,6.89,20.84,1475444,2194605,0.67,558.35,523.43,562.73,-13.36,2.8,8,0,TREND,進攻優勢區,中段延續中,0,正常,正常,震幅過大,震幅過大,0,1,0,0,5.51,活潑
