ticker,name,trial_start_date,days_tracked,trial_status,close,simulated_entry_price,simulated_ret_pct,planned_unit,entry_zone_low,entry_zone_high,stop_loss,stop_distance_pct,hard_stop_price,risk_to_stop_pct,add_trigger_price,trim_watch_price,days_to_review,decision_state,next_check,zone_status,heat_status,next_action,rule_note
3213.TWO,茂訊,2026-05-07,1,active_trial,115.5,114.5,0.87,1/3,113.01,115.5,107.4,7.54,107.4,-6.2,118.96,123.66,9,holding_trial,持續追蹤；9 個交易日內重新檢查是否轉強或失效,買區內,正常,第一筆 1/3 可研究,位於買區且尚未過熱；只作追蹤，不代表已下單
