decision_at,decision_date,signal_date,next_check_date,ticker,name,decision_state,source_action,planned_unit,close,preferred_entry_price,max_entry_price,skip_if_open_above,hard_stop_price,risk_to_stop_pct,no_add,telegram_autopush,spec_risk_label,spec_risk_subtype,setup_score,risk_score,ret5_pct,ret20_pct,volume_ratio20,rule_note
2026-05-24 21:57:13 CST,2026-05-24,2026-05-22,2026-05-25,2356.TW,英業達,manual_trial_approved,只觀察不追,1/3,59.5,58.61,59.5,60.99,56.52,-5.01,True,False,疑似炒作風險高,高檔脫離型,15,5,13.98,28.51,2.77,人工點名；只允許 1/3 試單，不能加碼，不能自動升格或自動 Telegram 推播。若開太高則跳過。
